romaji,kanji,meaning
fukeru,更ける,to get late to advance to wear on
nessuru,熱する,to heat up
moshikashitara,若しかしたら,perhaps maybe by some chance
meue,目上,superior senior
iyoiyo,いよいよ,at last finally
tameiki,ため息,sigh
mazaru,混ざる,to be mixed blended with mix
omotai,重たい,heavy weighty serious gloomy
yoru,依る,to be due to be caused by
nurasu,濡らす,to wet moisten dampen soak
kiseru,着せる,to put clothes on to dress
saguru,探る,to feel around for fumble grope search
tansho,短所,defect demerit weak point
todana,戸棚,cupboard locker closet cabinet
hiromeru,広める,to spread propagate popularize broaden
gomu,ゴム,gum rubber eraser
matomaru,纏まる,to be settled to find a resolution
fuzakeru,巫山戯る,to joke jest kid josh make fun of
oshare,お洒落,smartly dressed stylish
totonou,整う,to be ready prepared arranged
majiru,混じる,to be mixed blended with combined
harigane,針金,wire
nieru,煮える,to be boiled cooked
kumu,汲む,to ladle scoop up to pump
yopparai,酔っ払い,drunkard
guusuu,偶数,even number
urikire,売り切れ,sold out
muku,剥く,to peel skin pare strip
kogoeru,凍える,to freeze become numb
mittomonai,見っともない,shameful disgraceful indecent unseemly
nori,糊,paste glue
tsuriau,釣り合う,to balance be in harmony go well together
waku,湧く,to gush forth to surge
shigeru,茂る,to grow thickly overgrow be rampant
toriireru,取り入れる,to harvest reap take in
chijimu,縮む,to shrink contract diminish in size
suekko,末っ子,youngest child
atehameru,当てはめる,to apply to adapt
kashima,貸間,room for rent
hikkomu,引っ込む,to draw back to withdraw
oozappa,大雑把,rough crude broad loose
maido,毎度,each time always often
otetsudaisan,お手伝いさん,maid
nigoru,濁る,to become muddy cloudy to get impure
horu,彫る,to carve engrave sculpt chisel
kousa,交差,crossing intersection
tsurusu,吊るす,to hang up
sukikirai,好き嫌い,likes and dislikes
taka,鷹,hawk
ikananinimo,いか何にも,indeed really truly
oroka,愚か,foolish silly stupid
zenryoku,全力,all ones power
saijaku,最弱,weakest
sukinisuru,好きにする,to do as one likes
tokubai,特売,special sale
tsukiataru,突き当たる,to run into to collide with
chiru,散る,to fall (blossoms) to scatter
katazuku,片付く,to be put in order to clean up
asameru,治める,to govern to manage
yuudachi,夕立,sudden evening shower rain
mabushii,眩しい,dazzling radiant bright
sasuga,さすが,as one would expect
koshiraeru,拵える,to make to manufacture
mabuta,瞼,eyelid
kaesu,帰す,to send someone back home
chakuchaku,着々,steadily
tokorodokoro,所々,here and there in places
hagasu,剥がす,to tear peel rip strip off
makkuro,真っ黒,pitch black
wakawakashii,若々しい,youthful young
hitodoori,人通り,pedestrian traffic
nagabiku,長引く,to be prolonged to drag on
shibomu,萎む,to wither wilt droop
medetai,めでたい,happy joyous naive
machiawaseru,待ち合わせる,to rendezvous to arrange to meet
seisho,清書,clean copy
oikosu,追い越す,to pass to overtake
tekkyou,鉄橋,railway bridge iron bridge
hinoiri,日の入り,sunset
saisoku,催促,pressing urging demanding
uramu,恨む,to bear a grudge against to resent blame
chirasu,散らす,to scatter to cause a shower of
korogasu,転がす,to roll to wheel
toubun,等分,division into equal parts
meizuru,命ずる,to order to command
fuketsu,不潔,unclean dirty filthy
jukugo,熟語,idiom idioms
kudoi,くどい,reptitious long winded wordy tedious
michijun,道順,route way course directions
oyatsu,おやつ,snack
sukizuki,好き好き,matter of taste
aogu,扇ぐ,to fan incite
haraimodosu,払い戻す,to repay to pay back refund
kanzuru,感ずる,to feel to sense
sasu,注す,to pour to serve
tsunagari,繋がり,connection link relationship
keta,桁,digit
kiyoi,清い,clear pure
shouzuru,生ずる,to produce to yield
jinzou,人造,artificial man made imitation synthetic
chirigami,ちり紙,tissue paper toilet paper
binsen,便箋,writing paper stationary
shishagonyuu,四捨五入,round fractions up
kyuukou,休講,cancellation of a class
youchi,幼稚,infancy childish
matagu,跨ぐ,to step over across to cross
yokubari,欲張り,greed
naderu,撫でる,to stroke caress brush gently comb to pat
katayoru,偏る,to learn to be unbalanced biased
saijitsu,祭日,national holiday
shitagaki,下書き,draft rough copy
kumiawase,組み合わせ,combination assortment set
kigae,着替え,changing clothes change of clothes
arawasu,著す,to write to publish
teikyuubi,定休日,regular holiday day off
densen,伝染,contagion infection
binzume,瓶詰め,bottling bottled
haraikomu,払い込む,to deposit to pay in
isamashii,勇ましい,brave valiant gallant courageous
sasu,射す,to shine
ryakusu,略す,to abbreviate to omit
hikizan,引き算,subtraction
bussou,物騒,dangerous unsettled troubled disturbed
hanahadashii,甚だしい,extreme terrible intense severe
zuhyou,図表,chart diagram graph figure
suiteki,水滴,drop of water drops
amado,雨戸,sliding storm shutter
chuusei,中性,neutral
suiji,炊事,cooking kitchen work
uranau,占う,to tell someones fortune to forecast to predict
muji,無地,plain patternless
wan,椀,bowl
hitomazu,一先ず,for now for the time being
bakarashii,馬鹿らしい,absurd foolish stupid silly
soubetsu,送別,farewell send off
bocchan,坊ちゃん,boy young master
sontoku,損得,loss and gain advantage and disadvantage
orosu,卸す,to sell wholesale
nikurashii,憎らしい,hateful detestable horrible
gokurousama,ご苦労様,thank you for your hard work
shakkuri,しゃっくり,hiccup
niwaka,にわか,sudden abrubt unexpected
yuge,湯気,steam vapor
ogamu,拝む,to assume the posture of praying
shouben,小便,urine piss pee urination
banchi,番地,house number address
suru,刷る,to print
zoukin,雑巾,dust cloth
shikakui,四角い,square rectangle
kawaku,渇く,to be thirsty
momu,揉む,to rub massage knead
chijireru,縮れる,to be wavy curled frizzled
udon,うどん,udon thick japanese wheat noodles
junjou,純情,pure heart innocent naive
saji,さじ,spoon
iremono,入れ物,container case receptacle
kakitori,書き取り,writing down from other material
kakezan,掛け算,multiplication
sashitsukae,差し支え,hindrance impediment
niou,匂う,to be fragrant to smell
onegaishimasu,お願いします,please
goran,ご覧,please try to
mikake,見かけ,outward appearance
onnanohito,女の人,woman
shouganai,しょうがない,theres no other way cant be helped
hikkurikaeru,ひっくり返る,to be overturned to turn over
odekake,お出かけ,about to leave or go out
yamuwoenai,やむを得ない,cannot be helped unavoidable
osakini,お先に,before ahead pardon me
tanbo,田んぼ,paddy field farm
itterasshai,いってらっしゃい,have a good day take care
janken,じゃんけん,rock paper scissors janken
hirobiro,広々,extensive spacious
nikui,憎い,hateful abominable destestable
hanashichuu,話し中,busy (phone) in talks
kuyamu,悔やむ,to mourn to regret
shiagaru,仕上がる,to be finished completed done
bouya,坊や,boy son child
kou,乞う,to beg ask request invite
hasamaru,挟まる,to get between to be caught
tokuchou,特長,strong point strength
kogasu,焦がす,to burn scorch singe char
akumade,飽くまで,to the bitter end
sakasama,逆さま,inverted reversed wrong way round
iitsukeru,言いつける,to tell to order to direct
toorikakaru,通りかかる,to happen to pass by
okazu,お菜,small side dish
baransu,バランス,balance
u-ru,ウール,wool
damu,ダム,dam
nokogiri,のこぎり,saw
pata-n,パターン,pattern
obasan,おばさん,aunt
buro-chi,ブローチ,brooch
sekidou,赤道,equator
tsume,爪,nail claw talon hoof
heiya,平野,plain open field
koyubi,小指,little finger toe pinky
kasen,下線,underline underscore
sumi,墨,ink
koto,琴,koto (13 string instrument)
ojigi,お辞儀,bow bowing
baketsu,バケツ,bucket
burausu,ブラウス,blouse
moderu,モデル,model
handoru,ハンドル,handle
pinku,ピンク,pink
futa,蓋,cover lid cap
sute-ji,ステージ,stage
daiyamondo,ダイヤモンド,diamond
ribon,リボン,ribbon
nekkuresu,ネックレス,necklace
senchi,センチ,centimeter cm
manshon,マンション,apartment building
burashi,ブラシ,brush
herikoputa-,ヘリコプター,helicopter
kenage,健気,admirable brave heroic courageous
puroguramu,プログラム,program
purattoho-mu,プラットホーム,platform
akusento,アクセント,accent
ja-narisuto,ジャーナリスト,journalist
o-kesutora,オーケストラ,orchestra
cho-ku,チョーク,chalk choke
kaba-,カバー,cover
suta-to,スタート,start
bo-nasu,ボーナス,bonus
sarari-man,サラリーマン,salaryman salary man
konkuri-to,コンクリート,concrete
semento,セメント,cement
daiyaru,ダイヤル,dial
te-ma,テーマ,theme topic
intabyu,インタビュ,interview
bitamin,ビタミン,vitamin
posuta-,ポスター,poster
shi-tsu,シーツ,sheet sheets
karori-,カロリー,calorie
rizumu,リズム,rhythm
sairen,サイレン,siren
rokka-,ロッカー,locker
nairon,ナイロン,nylon
kyanpasu,キャンパス,campus
fasuna-,ファスナー,fastener zipper
furaipan,フライパン,frying pan
konku-ru,コンクール,competition contest
orugan,オルガン,organ instrumen
tenpo,テンポ,tempo
masuku,マスク,mask
rittoru,リットル,liter
mishin,ミシン,sewing machine
suraido,スライド,slide
antena,アンテナ,antenna
reja-,レジャー,leisure
renzu,レンズ,lens
sutoppu,ストップ,stop
suma-to,スマート,smart
miri,ミリ,milli millimiter
shiri-zu,シリーズ,series
sanpuru,サンプル,sample
bando,バンド,band
gyangu,ギャング,gang
sutokkingu,ストッキング,stocking stockings
korekushon,コレクション,collection correction
ko-rasu,コーラス,chorus
iko-ru,イコール,equal
epuron,エプロン,apron
ko-su,コース,course route
ooyoso,おおよそ,about roughly generally
meshita,目下,subordinate inferior junior
heikou,並行,going side by side
shimijimi,しみじみ,deeply seriously
odokasu,脅かす,to threaten intimidate
urayamu,羨む,to envy be jealous of
kajiru,かじる,to gnaw nibble bite munch
taiboku,大木,big large tree
hikkurikaesu,ひっくり返す,to turn over flip inside out
hinichi,日にち,date day
shiraga,白髪,white gray hair
surechigau,すれ違う,to pass by miss each other
fubo,父母,father and mother parents
omedetai,おめでたい,special happy
yabuku,破く,to tear to rip
houru,放る,to throw fling hurl toss
aburu,炙る,to warm dry toast
banzai,万歳,banzai hooray cheer long live
chairoi,茶色い,light brown
dekai,でかい,huge big
tsuuzuru,通ずる,to be open to communicate with
nadaraka,なだらか,gentle gently
junjun,順々,in order in turn
sasu,挿す,to insert to put in
tsuuchou,通帳,passbook bankbook
konaida,こないだ,the other day lately recently
tsunageru,つなげる,to connect
tenten,点々,here and there
chikasui,地下水,underground water
kyokusen,曲線,curve
bouhan,防犯,prevention of a crime security
hankei,半径,radius
zousen,造船,shipbuilding ship building
midashi,見出し,heading headline title caption
danchi,団地,housing complex
choumiryou,調味料,seasoning flavoring condiment
bungei,文芸,literature the arts
goudou,合同,combination union joint
noudo,濃度,concentration density
kanki,換気,ventilation
ryouji,領事,consul
rettou,列島,archipelago chain of islands
tokonoma,床の間,tokonoma alcove
shoudoku,消毒,disinfection sterilization
todomaru,とどまる,to remain abide stay
hodoku,ほどく,to undie untie unfasten unravel
kiwotsukeru,気をつける,to be careful take care
karakau,揶揄う,to tease to make fun of
aidea,アイデア,idea
sayounara,さようなら,farewell goodbye so long
tsukeru,点ける,to turn on
butsukaru,ぶつかる,to bump run into collide with
butsukeru,ぶつける,to hit ones head to strike
sotto,そっと,softly gently quietly lightly
yakedo,やけど,salad
sukeju-ru,スケジュール,schedule
ukkari,うっかり,carelessly thoughtlessly inadvertenly
kuttsuku,くっつく,to stick to
dokidoki,ドキドキ,thump pit a pat beat fast throb
arekore,あれこれ,this and that
shitsukoi,しつこい,relentless insistent heavy
purasuchikku,プラスチック,plastic
butsubutsu,ぶつぶつ,grunt grumle complaint mutter mumble
kossori,こっそり,stealthily secretly in secret
menyu-,メニュー,menu
nikoniko,ニコニコ,with a friendly grin
akireru,呆れる,to be amazed shocked astonished
douse,どうせ,anyhow in any case
reberu,レベル,level
doku,退く,to step aside to move
maamaa,まあまあ,so so passable
pisutoru,ピストル,pistol
kuri-ningu,クリーニング,cleaning
sukkiri,すっきり,refreshingly refreshing relief
ka-bu,カーブ,curve
ranchi,ランチ,lunch
rasshuawa-,ラッシュアワー,rush hour
shi-zun,シーズン,season period
suchuwa-desu,スチュワーデス,stewardess flight attendant
tokkuni,とっくに,long ago
motareru,もたれる,to lean on
ku-ra-,クーラー,air conditioner cooler
me-ta-,メーター,meter
mo-ta-,モーター,motor
robi-,ロビー,lobby lounge
kushami,くしゃみ,sneeze
hiatari,日当たり,sunny place sunlight
daburu,ダブル,double
funabin,船便,mail by sea
tsubureru,潰れる,to be crushed smashed broken
yabureru,破れる,to get torn tear rip break
mainasu,マイナス,minus
kara-,カラー,color
tore-ningu,トレーニング,training
zurasu,ずらす,to shift move slide
bini-ru,ビニール,vinyl record
kutabireru,草臥れる,to get tired become exhausted
pantsu,パンツ,pants underpants
hineru,捻る,to twist
shatta-,シャッター,shutter
beteran,ベテラン,veteran
hakari,秤,scale
purinto,プリント,print
gisshiri,ぎっしり,tightly packed crammed
mafura-,マフラー,scarf
okagesamade,おかげさまで,thankfully fortunately luckily
modan,モダン,modern
kuttsukeru,くっつける,to attach to stick together
rekurie-shon,レクリエーション,recreation
share,洒落,joke pun jest fashionable
o-tome-shon,オートメーション,automation
kasetto,カセット,cassette game cartridge
noronoro,のろのろ,slowly sluggishly
urouro,うろうろ,restlessly aimlessly without purpose
mekkiri,めっきり,remarkably noticeably considerably
echiketto,エチケット,politeness good manners etiquette
samasu,冷ます,to cool
sosokkashii,そそっかしい,careless thoughtless
nanba-,ナンバー,number
konsento,コンセント,outlet wall socket
hajimeni,初めに,first of all firstly
bane,ばね,spring bounce
ranningu,ランニング,running
shagamu,しゃがむ,to squat to crouch
suku-ru,スクール,school
hitotoori,一通り,generally roughly more or less
seisuu,整数,integer
nakayubi,中指,middle finger toe
gojuuon,五十音,gojuuon japanese syllabary
fusuma,襖,fusuma japanese sliding screen
ido,緯度,latitude
kamisori,カミソリ,razor
okurigana,送り仮名,okurigana kana after kanji
zouri,草履,zori traditional japanese thonged sandals
mikazuki,三日月,new moon
bokuchiku,牧畜,livestock farming
kanazukai,仮名遣い,kanazukai kana orthogoraphy spelling
fugou,符号,sign mark symbol code
bunsuu,分数,fraction
hiragana,ひらがな,hiragana
mokuji,目次,table of contents
katakana,かたかな,katakana
shousuu,小数,decimal fraction
dotto,どっと,suddenly bursting out
etto,えっと,let me see well uhh
sesseto,せっせと,diligently with all power
ueitoresu,ウェイトレス,waitress
souieba,そういえば,now that you mention it by the way
nejiru,捩る,to screw to twist
omataseshimashita,お待たせしました,thank you for waiting
zurari,ずらり,in a row in a line
daen,楕円,ellipse
suka-fu,スカーフ,scarf
gamu,ガム,gum
oiru,オイル,oil
shoppu,ショップ,shop
minareru,見慣れる,to become used to seeing
iru,炒る,to roast
tabi,足袋,tabi japanese socks
chokuryuu,直流,direct current dc DC
kasokudo,加速度,acceleration
doukaku,同格,the same rank
bushu,部首,kanji radical
yattsukeru,やっつける,to beat to attack
kenchou,県庁,prefectural office
meyasu,目安,criterion rough estimate approximation
baibai,バイバイ,bye bye see you
yobikakeru,呼びかける,to call out to
kawara,瓦,roof tile
zukei,図形,figure shape graphic
suisan,水産,fisheries
keinou,芸能,public entertainment performing arts
kayou,歌謡,song ballad
gouri,合理,rationality
shuukin,集金,money collection
gensan,原産,place of origin
genni,現に,actually really
kakou,下降,descent fall drop decline
kotai,個体,individual
zougen,増減,increase and decrease
ousetsu,応接,reception
chuushou,抽象,abstract
sankaku,三角,triangle
jiban,地盤,ground earth crust
choutan,長短,length long and short
moru,盛る,to serve
dekiagari,出来上がり,completion finish
taue,田植え,rice planting
maisuu,枚数,number of flat things
sashihiki,差し引き,subtraction
zashiki,座敷,tatami room
nouson,農村,rural farm village
sanrin,山林,mountains and forest
kousou,高層,high rise
sanchi,産地,origin producing area
eiwa,英和,english and japanese
jiei,自衛,self defense
issei,一斉,all at once
chozou,貯蔵,storage preservation
mondou,問答,questions and answers
yuukou,友好,friendship
kansetsu,間接,indirect indirection
shojun,初旬,first 10 days of the month
tanpen,短編,short story
hibiku,響く,to resound reverberate shake vibrate
nagusameru,慰める,to comfort console amuse
yurui,緩い,loose lenient
taku,焚く,to burn kindle light
tsuru,吊る,to hang suspend
hekomu,凹む,to be dented
uchikesu,打ち消す,to deny contradict
ouzuru,応ずる,to answer respond
wariaini,割合に,comparatively
hanko,判子,seal stamp
kokoroatari,心当たり,having in mind
enshuu,円周,circumference
arasuji,粗筋,outline summary argument
sukitooru,透き通る,to be transparent clear
chijimeru,縮める,to shorten reduce condense
ronzuru,論ずる,to discuss talk about
kemui,煙い,smoky
otoshimono,落とし物,lost property
suzumu,涼む,to cool off
hanareru,放れる,to get free from to be released
kutouten,句読点,punctuation mark
burasageru,ぶら下げる,to hang suspend dangle
ryoushuu,領収,receipt
usumeru,薄める,to dilute to water down
kanwa,漢和,china and japan chinese and japanese
gairon,概論,introduction outline
warizan,割り算,division
sakusei,作製,manufacture production
jishuu,自習,self study teaching oneself
maku,蒔く,to sow plant seed
onchuu,御中,for the attention of
nemaki,寝巻き,nightclothes nightwear pajamas
shasei,写生,sketching drawing
soroban,そろばん,abacus
toku,溶く,to mix to melt
tenugui,手ぬぐい,hand towel
omoikkiri,思いっきり,to ones hearts content
warito,割と,comparatively relatively fairly
kiru,斬る,to kill a human with a blade
shoumi,正味,net amount
youbun,養分,nourishment nutrient
yakou,夜行,night travel
sokuryoku,速力,speed
naninani,何々,what such and such
shuuji,習字,penmanship calligraphy
gekizou,激増,sharp increase sudden rise
kouchi,耕地,farmland farm land
shinro,針路,course direction
shiasatte,明々後日,in three days time
koushite,こうして,thus in this way
unto,うんと,a great deal very much a lot
okinodokuni,お気の毒に,my condolences thats too bad
hajimemashite,はじめまして,how do you do
shaburu,しゃぶる,to lick to suck
boro,ぼろ,rag scrap tattered clothes
shi-n,しーん,silently quietly
hakihaki,はきはき,briskly smartly promptly clearly
sonotame,そのため,for that reason hence
douzoyoroshiku,どうぞよろしく,pleased to meet you
sonokoro,その頃,at that time in those days
juggo,述語,predicate
keiyoudoushi,形容動詞,adjectival noun
ojisan,おじさん,uncle old man mister
kama,釜,iron pot kettle
kantai,寒帯,frigid zone polar climate
kakou,火口,volcanic crater
musu,蒸す,to steam
marason,マラソン,marathon
reinko-to,レインコート,raincoat rain coat
penchi,ペンチ,pliers
ro-maji,ローマ字,latin roman alphabet
chippu,チップ,tip gratuity
furi-,フリー,free
daiaguramu,ダイアグラム,diagram
monore-ru,モノレール,monorail
sa-kuru,サークル,circle
u-man,ウーマン,woman
bukita,無沙汰,long silence not contacting
semete,攻め手,offense attacker method of attack
youhinten,洋品店,shop that sells western stuff
sensenshuu,先々週,week before last
miseya,店屋,store shop
zonzuru,存ずる,to think feel consider
hasu,斜,diagonal
ittemairimasu,行ってまいります,good bye im off see you
omachidoosama,お待ちどおさま,sorry to have kept you waiting
tsuide,序で,opportunity occasion chance
wan,碗,bowl
kumu,酌む,to pour sake to serve
sensengetsu,先々月,month before last
soreru,それる,to turn away to deviate
bakku,バック,back rear
nokeru,退ける,to move aside
chigiru,千切る,to tear to pieces shreds
waei,和英,japanese and english
magomago,まごまご,confused flustered
gomenkudasai,ごめんください,may I come in im sorry
kotozukeru,言付ける,to have someone send something
konbanha,こんばんは,good evening
heso,へそ,navel belly button
kana,仮名,kana
ojamashimasu,お邪魔します,please excuse the intrusion
tenisuko-to,テニスコート,tennis court
birudingu,ビルディング,tall building
zemi,ゼミ,seminar
ro-nchi,ローンチ,launch
taia,タイア,tire
sorenanoni,それなのに,and yet despite this but even so
okakekudasai,おかけください,please sit down have a seat
issakusakujitsu,一昨昨日,three days ago
itsu,佚,being comfortable relaxing
kiri,切り,end finish stop bounds limits cut
noujou,農場,farm
wakusei,惑星,planet
ya,矢,arrow
o,尾,tail
tsunami,津波,tsunami tidal wave
koukyo,皇居,imperial palace of japan
butsuzou,仏像,statue of buddha
ryuutsuu,流通,circulation of money distribution
miai,見合い,formal marriage interview
kaiun,海運,marine transportation shipping
suigen,水源,source of river
ougon,黄金,gold golden
furi,振り, swing shake wave
jou,嬢,unmarried woman
shi,死,death
jogen,助言,advice counsel suggestion tip hint
hisho,秘書,secretary
shinshi,紳士,gentleman
tensai,天才,genius prodigy natural gift
torihiki,取引,transactions dealings business
kiki,危機,crisis critical situation emergency
shouri,勝利,victory triumph conquest success win
kyori,距離,distance range
seisaku,政策,political measures policy
yuurei,幽霊,ghost specter phantom
kouzui,洪水,flood flooding
toushi,投資,investment
chiryou,治療,medical treatment care
shikaku,資格,qualifications requirements capabilities
satsujin,殺人,murder homicide manslaughter
kogitte,小切手,check
seifuku,制服,uniform
kikaku,企画,planning plan project arrangements
houdou,報道,reporting news information
chingin,賃金,wages pay
meiyo,名誉,honor credit glory fame
hinkon,貧困,poverty
bi,美,beauty
dakyou,妥協,compromise giving in
seisho,聖書,the bible
konchuu,昆虫,insect bug
muki,向き,direction orientation
hogo,保護,protection
hanketsu,判決,judgement sentence
kodai,古代,ancient times
tousan,倒産,bankruptcy failed business
kisei,規制,regulation policing control
chakuriku,着陸,landing touch down
henken,偏見,prejudice bias
nyuuyoku,入浴,bathing going in the bath
houshuu,報酬,remuneration reward
zaisei,財政,public finance finances
shougen,証言,testimony verbal evidence
inori,祈り,prayer
jinmin,人民,the people citizens
ketsudan,決断,decision determination
kakumei,革命,revolution
yogen,予言,prophecy prediction
jiko,自己,self oneself
douki,動機,motive motivation incentive
kaikaku,改革,reform reformation reorganization
boudou,暴動,insurrection rebellion revolt riot
imin,移民,immigration immigrant
shinju,真珠,pearl
ninshin,妊娠,pregnancy conception
saigai,災害,calamity disaster misfortune
jitsugyouka,実業家,businessman entrepreneur
bakudan,爆弾,bomb
shoudaku,承諾,consent approval acceptance agreement
minzoku,民族,people race nation ethnic group
keni,権威,power authority influence
jinkaku,人格,personality character individuality
nenryou,燃料,fuel
ami,網,net netting web
teigi,定義,definition
koji,孤児,orphan
hanran,反乱,insurrection mutiny rebellion revolt
buttai,物体,object body solid
atsuryoku,圧力,pressure stress
tairyoku,体力,stamina endurance
ninshiki,認識,recognition awareness
hinshitsu,品質,quality
shokuminchi,植民地,colony
fukushi,福祉,welfare well being
kaikyou,海峡,channel strait
kyuuden,宮殿,palace
shiba,芝,lawn sod turf
tanken,探検,exploration
kasei,火星,mars
bunsho,文書,document documents
shinri,真理,truth
hashira,柱,pillar post
seigi,正義,justice right
rantou,乱闘,fray fighting brawling scuffle
iibun,言い分,ones say point case
risei,理性,reason reasoning power
yokin,預金,deposit
kanzei,関税,tariff duty customs
yami,闇,dark the darkness
seimei,声明,declaration statement proclomation
jouyaku,条約,treaty pact agreement
hiyake,日焼け,sunburn suntan tan
shokuin,職員,staff employee worker personnel
kotei,固定,fixing being fixed in place
nikushimi,憎しみ,hatred
honnou,本能,instinct
shikou,思考,thought consideration thinking
naikaku,内閣,cabinet ministry
keitai,形態,form shape figure
nyou,尿,urine
shiya,視野,field of vision view outlook
mitsumori,見積もり,estimate estimation quotation
gainen,概念,general idea concept notion
ryoushin,良心,conscience
fusai,負債,debt liability
kango,看護,nurse
menkai,面会,meeting visit interview
tenkin,転勤,job transfer
kongen,根源,root source origin cause
renai,恋愛,love passion
dokusen,独占,monopoly exclusive
shisan,資産,property assets
hirou,疲労,fatigue weariness exhaustion tiredness
kengen,権限,power authority
unsan,運賃,fare
iede,家出,running away from home
ranyou,乱用,abuse
zaiko,在庫,stock inventory
densen,電線,electrical cable wire
kyuusai,救済,relief aid
shio,潮,tide current
houshi,奉仕,service attendance
iseki,遺跡,remains
horyo,捕虜,prisoner of war pow captive
sanmyaku,山脈,mountain range
tobira,扉,door gate opening
yotou,与党,ruling government party
taigaku,退学,withdrawal dropping out of school
teinen,定年,retirement age
hai,肺,lung
fuhai,腐敗,corruption decay decomposition
renpou,連邦,federation commonwealth
bunretsu,分裂,split division break up
kigeki,喜劇,comedy funny show
kaigo,介護,nursing
tokuten,得点,scoring score
yatou,野党,opposition party
shushoku,主食,staple food
shamen,斜面,slope slanting surface
kansen,感染,infection contagion
senryou,占領,occupying
hanpatsu,反発,opposition rebellion revolt
kachiku,家畜,domestic animals livestock cattle
teibou,堤防,bank weir
seiken,政権,political administration power
shounin,証人,witness
soremo,それも,that too
koremo,これも,this is also
yowaki,弱気,timid fainthearted
bokoboko,ボコボコ,beat up completely
namihazureru,並外れる,to be uncommon
heiryoku,兵力,military force
sassato,さっさと,quickly promptly immediately
senjou,戦場,battlefield battleground
hire,ひれ,fin flipper
kaku,隔,every other
oshikko,おしっこ,pee
hokaku,捕獲,capture seizure
shinka,進化,evolution
benshou,弁償,compensation
egetsunai,えげつない,dirty vulgar nasty
tenshongaagaru,テンションが上がる,to get excited
imadoki,今時,these days nowadays modern times
seni,繊維,fiber
jigen,次元,dimension level
keikai,警戒,vigilance caution
menkui,面食い,attracted to physical apperance
onara,おなら,fart
zako,雑魚,small fry
shishou,師匠,master teacher
deshi,弟子,pupil disciple
gyoniku,魚肉,fish meat
sentou,銭湯,public bath bathhouse
tsura,ツラ,your face
ibiki,いびき,snore snoring
toshishita,年下,younger
toshiue,年上,older
yoitsubureru,酔いつぶれる,to get dead drunk
wazawai,災い,disaster
shiodoki,潮時,right time to stop
kakutougi,格闘技,one on one fight
saitamaken,埼玉県,saitama prefecture
attoiuma,あっという間,an instant
mokutekichi,目的地,destination
kakkiteki,画期的,revolutionary
monaka,最中(monaka),wafer cake filled w red bean
tada,タダ,free of charge
attouteki,圧倒的,overwhelming
menmen,面々,everybody
kyouryuu,恐竜,dinosaur
chikuwa,ちくわ,tube shaped fish cake
toiuwakede,というわけで,so
wazawaza,わざわざ,taking the trouble to do
chikubanotomo,竹馬の友,childhood friend
kechappu,ケチャップ,ketchup
chinamini,ちなみに,by the way
zenmenteki,全面的,total complete
ikigai,生き甲斐,reason for living
nakaniwa,中庭,japanese courtyard
harubaru,はるばる,all the way
shinpuru,シンプル,simple
shotoku,所得,income earnings
dengon,伝言,message from someone
joushi,上司,ones boss
shoumikigen,賞味期限,expiration date
seiton,整頓,tidy clean up
juuden,充電,charge
juudenki,充電器,charger
senren,洗練,refined refinement
kosupa,コスパ,cost performance value
ninjin,にんじん,carrot
nabiku,なびく,to be swayed by
odoriko,踊り子,dancer
furuitatsu,奮い立つ,to be encouraged
toge,トゲ,splinter
horahora,ほらほら,look look
nukumori,温もり,warmth
itamashii,痛ましい,tragic heartbreaking
nigami,苦味,bitter taste bitterness
tomosu,灯す,to light a candle lamp
saikouhou,最高峰,highest peak
keana,毛穴,pore
sengan,洗顔,face washing
kobushi,拳,fist
miminari,耳鳴り,ringing in the ears
kousou,抗争,conflict
subesube,すべすべ,smooth silky
manbiki,万引き,shoplifting shoplifter
taiheiyou,太平洋,pacific ocean
taiseiyou,大西洋,atlantic ocean
shazai,謝罪,public apology
kobe,神戸,kobe
zairyuu,在留,residing staying living
chiba,千葉,chiba
ikebukuro,池袋,ikebukuro
shibuya,渋谷,shibuya
shinjuku,新宿,shinjuku
ootemachi,大手町,otemachi
shinagawa,品川,shinagawa
hanko,判子,seal stamp
ginkoukouza,銀行口座,bank account
kaitenzushi,回転寿司,conveyer belt sushi
sake,鮭,salmon
kinmedai,金目鯛,splendid alfonsino
iwashi,鰯,sardine
ika,烏賊,squid
ikura,イクラ,ikura salted salmon roe
akami,赤身,red flesh
honmaguro,本鮪,bluefin tuna
binchoumaguro,ビンチョウマグロ,albacore tuna
chuutoro,中トロ,medium fatty tuna
ootoro,大トロ,fatty tuna
negitoro,ネギトロ,minced tuna
torotaku,とろたく,tuna with takuan
hamachi,ハマチ,yellowtail
buri,ブリ,fatty yellowtail
aburi,炙り,torched
tekkamaki,鉄火巻き,red tuna rolls
hirame,平目,flounder
saba,鯖,mackerel
aji,アジ,horse mackerel
tako,タコ,octopus
kanpachi,カンパチ,greater amberjack yellowtail
shirasu,シラス,whitebait
shimesaba,しめ鯖,vinegared mackerel saba
hotaruika,ホタルイカ,firefly squid
tsubugai,ツブ貝,whelk
kani,蟹,crab
kanimiso,蟹味噌,brown meat crab miso
tobikko,とびっこ,flying fish roe
kawahagi,カワハギ,threadsail filefish
kimo,肝,liver
fugu,フグ,puffer fish
kazunoko,数の子,herring roe
awabi,鮑,abalone ear shell
asari,あさり,medium clam
shijimi,しじみ,little clam
hamaguri,はまぐり,big clam
shirako,白子,soft roe
